,AidData TUFF Project ID,city_temp_id,region_temp_id,country_id
2456,32105.0,73,,226
2457,32153.0,74,,226
2458,32239.0,75,,226
2459,33054.0,76,,226
2460,33057.0,77,,226
2461,33058.0,78,,226
2462,62711.0,79,,226
2463,22839.0,72,,127
2464,22850.0,73,,127
2465,22856.0,74,,127
2466,31288.0,75,,127
2467,58694.0,76,,127
2468,58697.0,77,,127
2469,58705.0,78,,127
2470,397.0,43,,129
2471,34926.0,44,,129
2472,44149.0,177,,017
2473,37029.0,477,,038
2474,161.0,59,,100
2475,14829.0,60,,100
2476,18223.0,61,,100
2477,36335.0,62,,100
2478,57558.0,63,,100
2479,68874.0,64,,100
2480,72780.0,65,,100
2481,72781.0,66,,100
2482,72782.0,67,,100
2483,63362.0,6,,003
2484,73834.0,54,,240
2485,59035.0,139,,101
2486,59168.0,28,,139
2487,59310.0,4,,139
2488,59317.0,4,,139
2489,59469.0,29,,139
2490,546.0,119,,140
2491,31287.0,120,,140
2492,995.0,32,,130
2493,1056.0,33,,130
2494,568.0,30,,141
2495,574.0,31,,141
2496,35439.0,32,,141
2497,56386.0,33,,141
2498,64208.0,37,,026
2499,64209.0,38,,026
